PROVINSI,KAB_KOTA,KECAMATAN,DESA_KELUR,JUMLAH_PEN,LUAS_WILAY,KEPADATAN,Latitude,Longitude
JAWA BARAT,KOTA TASIKMALAYA,KAWALU,CIBEUTI,11036.0,2.75,4008.0,-7.385499009086796,108.18741477933766
JAWA BARAT,KOTA TASIKMALAYA,KAWALU,LEUWILIANG,6359.0,4.09,1554.0,-7.418513467733993,108.19157134805296
JAWA BARAT,KOTA TASIKMALAYA,CIBEUREUM,CIHERANG,8385.0,2.04,4114.0,-7.3628105165535604,108.266289590014
JAWA BARAT,KOTA TASIKMALAYA,CIBEUREUM,CIAKAR,6710.0,2.99,2243.0,-7.362419800234778,108.2782131556299
JAWA BARAT,KOTA TASIKMALAYA,CIBEUREUM,SETIAJAYA,6870.0,2.28,3017.0,-7.35133427126229,108.24272209765803
JAWA BARAT,KOTA TASIKMALAYA,TAMANSARI,TAMANSARI,9572.0,10.18,940.0,-7.3992505595738365,108.26543187910906
JAWA BARAT,KOTA TASIKMALAYA,TAMANSARI,TAMANJAYA,10397.0,5.13,2026.0,-7.394561129629229,108.24321708493582
JAWA BARAT,KOTA TASIKMALAYA,TAMANSARI,SUMELAP,5490.0,2.11,2602.0,-7.371325818751125,108.2523389821059
JAWA BARAT,KOTA TASIKMALAYA,TAMANSARI,SETIAWARGI,12329.0,11.13,1108.0,-7.417864184488457,108.24585861528996
JAWA BARAT,KOTA TASIKMALAYA,TAMANSARI,SUKAHURIP,8521.0,2.04,4185.0,-7.373634366645747,108.2391359311623
JAWA BARAT,KOTA TASIKMALAYA,TAMANSARI,SETIAMULYA,8203.0,3.12,2626.0,-7.386908847163022,108.22699124605457
JAWA BARAT,KOTA TASIKMALAYA,MANGKUBUMI,KARIKIL,8869.0,2.54,3493.0,-7.361087848322158,108.1718504846708
JAWA BARAT,KOTA TASIKMALAYA,MANGKUBUMI,CIPAWITRA,8041.0,4.09,1964.0,-7.331367466696246,108.16252951027873
JAWA BARAT,KOTA TASIKMALAYA,BUNGURSARI,SUKAMULYA,7379.0,1.37,5401.0,-7.3141723821112565,108.19680891496111
JAWA BARAT,KOTA TASIKMALAYA,PURBARATU,PURBARATU,6330.0,1.52,4174.0,-7.335645643040741,108.25913740888423
JAWA BARAT,KOTA TASIKMALAYA,BUNGURSARI,BUNGURSARI,6719.0,3.39,1980.0,-7.303155535180195,108.17226098219531
JAWA BARAT,KOTA BANJAR,BANJAR,NEGLASARI,5094.0,4.97,1025.0,-7.388165990260061,108.50405807685107
JAWA BARAT,KOTA BANJAR,BANJAR,JAJAWAR,2610.0,2.49,1048.0,-7.3580161503377575,108.49221336560704
JAWA BARAT,KOTA BANJAR,PATARUMAN,PATARUMAN,16693.0,7.67,2175.0,-7.376810693794522,108.56481642868918
JAWA BARAT,KOTA BANJAR,PATARUMAN,BATULAWANG,4322.0,8.2,527.0,-7.41494331800306,108.56408736080985
JAWA BARAT,KOTA BANJAR,PATARUMAN,KARYAMUKTI,6044.0,8.73,692.0,-7.4011065539051835,108.57948998384084
JAWA BARAT,KOTA BANJAR,PATARUMAN,BINANGUN,5122.0,7.55,678.0,-7.397839964776779,108.52441655249326
JAWA BARAT,KOTA BANJAR,PATARUMAN,SUKAMUKTI,4059.0,5.01,810.0,-7.404901257432881,108.54578834368662
JAWA BARAT,KOTA BANJAR,PURWAHARJA,PURWAHARJA,9321.0,6.77,1377.0,-7.348532377362688,108.5435236619931
JAWA BARAT,KOTA BANJAR,PURWAHARJA,RAHARJA,5341.0,3.74,1426.0,-7.351583801357312,108.5659443293863
JAWA BARAT,KOTA BANJAR,LANGENSARI,MUKTISARI,6928.0,3.77,1838.0,-7.372908363907931,108.64062097512125
JAWA BARAT,KOTA BANJAR,LANGENSARI,REJASARI,10548.0,8.53,1236.0,-7.361691683472346,108.61695231630627
JAWA BARAT,KOTA BANJAR,LANGENSARI,WARINGINSARI,9547.0,7.84,1218.0,-7.357885756097161,108.65182057433542
JAWA BARAT,,,,0.0,0.0,0.0,-7.207241297980253,108.25337331744083
JAWA BARAT,,,,0.0,0.0,0.0,-6.794756675815214,108.59145126376428
JAWA BARAT,MAJALENGKA,JATITUJUH,RANDEGAN KULON,3703.0,2.02,1837.0,-6.653862442928973,108.23557570112712
JAWA BARAT,MAJALENGKA,JATITUJUH,SUMBER KULON,3303.0,4.69,705.0,-6.613809128836205,108.25720662390306
JAWA BARAT,MAJALENGKA,PALASAH,PASIR,2924.0,1.97,1483.0,-6.73686934606108,108.29303118818555
JAWA BARAT,KUNINGAN,CIDAHU,DATAR,3124.0,1.75,1783.0,-6.99066450103733,108.66656143799915
JAWA BARAT,KUNINGAN,JALAKSANA,PADAMENAK,1344.0,0.49,2717.0,-6.918258826800695,108.48972100324357
JAWA BARAT,MAJALENGKA,PALASAH,KARAMAT,3388.0,1.94,1750.0,-6.73405143838673,108.27910025808957
JAWA BARAT,GARUT,KARANGPAWITAN,SITUSAEUR,4999.0,0.78,6412.0,-7.192351706567474,107.96288483779873
JAWA BARAT,,,,0.0,0.0,0.0,-6.83152515787374,106.99494501851608
JAWA BARAT,BOGOR,SUKAJAYA,CIPAYUNG,6884.0,6.88,1000.0,-6.574981306408641,106.50312775836572
JAWA BARAT,BOGOR,GUNUNG PUTRI,GUNUNG PUTRI,19096.0,3.0,6357.0,-6.462214638099498,106.89400603699326
JAWA BARAT,CIANJUR,CIANJUR,BOJONGHERANG,16769.0,1.99,8426.0,-6.809936417519976,107.13706662250918
JAWA BARAT,BOGOR,CITEUREUP,CITEUREUP,17804.0,3.89,4579.0,-6.48044592070993,106.89255500317972
JAWA BARAT,BOGOR,CIBINONG,CIBINONG,25342.0,4.9,5171.0,-6.489415772980154,106.85321276340264
JAWA BARAT,BOGOR,CIBINONG,PAKANSARI,32757.0,3.59,9129.0,-6.484237675756183,106.83896211723268
JAWA BARAT,BOGOR,CIBINONG,CIRIUNG,28646.0,4.04,7088.0,-6.465456710575605,106.86620137309713
JAWA BARAT,BOGOR,CIBINONG,CIRIMEKAR,12749.0,1.89,6759.0,-6.473886568270268,106.855854275709
JAWA BARAT,BANDUNG,MARGAHAYU,SUKAMENAK,28795.0,1.94,14820.0,-6.971354988322995,107.58444401683977
JAWA BARAT,BOGOR,CITEUREUP,PUSPASARI,15474.0,1.48,10460.0,-6.4764474095033275,106.87433658065791
JAWA BARAT,BANDUNG,RANCAEKEK,RANCAEKEK KENCANA,22973.0,1.3,17678.0,-6.992067135415003,107.77580635049907
JAWA BARAT,BOGOR,GUNUNG PUTRI,BOJONG KULUR,32781.0,5.28,6214.0,-6.321221606392477,106.9692603764756
JAWA BARAT,BOGOR,GUNUNG PUTRI,TLAJUNG UDIK,41029.0,6.36,6452.0,-6.446365268347913,106.9133113754454
JAWA BARAT,BOGOR,GUNUNG PUTRI,NAGRAK,14983.0,6.83,2194.0,-6.386193865484615,106.94551474781565
JAWA BARAT,BOGOR,GUNUNG PUTRI,KARANGGAN,21912.0,3.18,6895.0,-6.45688227652145,106.88517284040964
JAWA BARAT,CIAMIS,KAWALI,LINGGAPURA,4151.0,2.55,1626.0,-7.191205836588729,108.38551499419212
JAWA BARAT,BOGOR,CITEUREUP,LEUWINUTUNG,15887.0,3.17,5011.0,-6.514053960955783,106.86215518042077
JAWA BARAT,BOGOR,CITEUREUP,SANJA,12979.0,2.33,5581.0,-6.503903851728561,106.8676736259909
JAWA BARAT,BOGOR,CITEUREUP,KARANG ASEM TIMUR,10596.0,4.11,2579.0,-6.5156934289927655,106.88293122782991
JAWA BARAT,BOGOR,CITEUREUP,TARIKOLOT,19902.0,23.25,856.0,-6.547687935656499,106.89769371598301
JAWA BARAT,KUNINGAN,MANDIRANCAN,SALAKADOMAS,554.0,0.81,686.0,-6.844073924993565,108.47930853867722
JAWA BARAT,BOGOR,SUKARAJA,CILEBUT BARAT,27756.0,3.16,8796.0,-6.528635491203803,106.79471735852235
JAWA BARAT,BOGOR,SUKARAJA,CIBANON,4492.0,3.35,1341.0,-6.630870508116531,106.84703473272853
JAWA BARAT,BOGOR,SUKARAJA,SUKATANI,4444.0,1.7,2611.0,-6.609257464475444,106.84117080377197
JAWA BARAT,BOGOR,SUKARAJA,CIKEAS,10234.0,3.23,3170.0,-6.592726756119804,106.8491452920543
JAWA BARAT,BOGOR,SUKARAJA,PASIR JAMBU,14001.0,2.36,5929.0,-6.535542497907637,106.81009400601617
JAWA BARAT,BOGOR,SUKARAJA,CIMANDALA,25029.0,3.27,7658.0,-6.529761488638216,106.82440857354717
JAWA BARAT,BOGOR,SUKARAJA,CADASNGAMPAR,6437.0,2.43,2651.0,-6.573823892565673,106.84110735631279
JAWA BARAT,BOGOR,SUKARAJA,PASIRLAYA,12660.0,3.56,3555.0,-6.550372855922065,106.83655068139203
JAWA BARAT,BOGOR,BABAKAN MADANG,SUMURBATU,7424.0,4.35,1705.0,-6.576751750473861,106.87892992550789
JAWA BARAT,BOGOR,CIOMAS,MEKARJAYA,8682.0,0.83,10440.0,-6.611509873254091,106.77686431823894
JAWA BARAT,BOGOR,BABAKAN MADANG,CIJAYANTI,14473.0,16.97,853.0,-6.604831085001234,106.87413040420749
JAWA BARAT,BOGOR,BABAKAN MADANG,SENTUL,15462.0,3.97,3898.0,-6.520690560389268,106.85113057350891
JAWA BARAT,BOGOR,BABAKAN MADANG,KADUMANGGU,14786.0,4.43,3341.0,-6.544731400727654,106.85463900955145
JAWA BARAT,BOGOR,BABAKAN MADANG,KARANG TENGAH,14321.0,35.46,404.0,-6.598362526676432,106.93713398617616
JAWA BARAT,BOGOR,BABAKAN MADANG,BABAKAN MADANG,8308.0,3.28,2537.0,-6.564552215306522,106.86852706901077
JAWA BARAT,BOGOR,JONGGOL,SIRNAGALIH,3935.0,3.47,1135.0,-6.472656651308996,107.08901977696883
JAWA BARAT,BOGOR,JONGGOL,SUKANEGARA,5690.0,10.59,537.0,-6.525163204715421,107.02913854766969
JAWA BARAT,BOGOR,CIAWI,BANJAR WARU,8954.0,1.75,5104.0,-6.669670750714823,106.85476822433654
JAWA BARAT,BOGOR,JONGGOL,WENINGGALIH,4377.0,6.52,671.0,-6.462858800212135,107.10504275128523
JAWA BARAT,BOGOR,JONGGOL,BENDUNGAN,5181.0,7.38,702.0,-6.493957168590484,107.08626862503067
JAWA BARAT,BOGOR,CIAMPEA,BENTENG,11376.0,3.67,3102.0,-6.547567559941728,106.70435863212177
JAWA BARAT,BOGOR,JONGGOL,JONGGOL,13948.0,5.75,2424.0,-6.464011822283309,107.0729710468813
JAWA BARAT,CIANJUR,KARANGTENGAH,SUKATARIS,10947.0,1.75,6273.0,-6.797280237093775,107.15569986311196
JAWA BARAT,MAJALENGKA,PALASAH,ENGGALWANGI,3365.0,2.23,1508.0,-6.725875632427311,108.31838191640783
JAWA BARAT,BOGOR,JONGGOL,SUKAGALIH,3800.0,7.32,519.0,-6.483310627182272,107.10725229647566
JAWA BARAT,CIANJUR,CUGENANG,BENJOT,4295.0,2.22,1931.0,-6.817633553842931,107.08790256230375
JAWA BARAT,BOGOR,CILEUNGSI,MAMPIR,13240.0,7.3,1813.0,-6.429769106701626,106.99758648336037
JAWA BARAT,MAJALENGKA,PALASAH,SINDANGWASA,2376.0,1.11,2134.0,-6.724323023789612,108.2857329244439
JAWA BARAT,BOGOR,CILEUNGSI,CILEUNGSI KIDUL,33256.0,6.11,5444.0,-6.4100383264248135,106.96983711249383
JAWA BARAT,BOGOR,CILEUNGSI,SITUSARI,14353.0,6.44,2230.0,-6.432120235168487,107.02300792435223
JAWA BARAT,BANDUNG,CIPARAY,GUNUNGLEUTIK,12406.0,0.69,18082.0,-7.03657788467878,107.7038459554889
JAWA BARAT,BOGOR,CILEUNGSI,CILEUNGSI,21871.0,2.98,7330.0,-6.398518873032186,106.96343958395131
JAWA BARAT,BOGOR,CARIU,KARYAMEKAR,3548.0,13.56,262.0,-6.548171499389595,107.10276609717138
JAWA BARAT,BOGOR,PARUNG,WARU,17232.0,4.19,4117.0,-6.420288434727187,106.71972935348529
JAWA BARAT,BANDUNG,CICALENGKA,CICALENGKA WETAN,14838.0,1.33,11129.0,-6.991174658628892,107.84717568498078
JAWA BARAT,BOGOR,CARIU,KUTAMEKAR,3604.0,8.6,419.0,-6.512892786870015,107.15159398107978
JAWA BARAT,BOGOR,PARUNG,JABONMEKAR,8490.0,2.68,3168.0,-6.453687795343055,106.7264414999201
JAWA BARAT,BOGOR,CARIU,CARIU,10197.0,7.15,1426.0,-6.510048770873297,107.12858318810949
JAWA BARAT,BOGOR,CARIU,TEGALPANJANG,5092.0,5.74,887.0,-6.492289166649308,107.11657070501487
JAWA BARAT,BOGOR,SUKAMAKMUR,PABUARAN,10930.0,20.22,541.0,-6.545767002490724,106.9615235203716
JAWA BARAT,BOGOR,SUKAMAKMUR,SUKADAMAI,5499.0,20.36,270.0,-6.553984619390565,107.06146790484176
JAWA BARAT,BOGOR,SUKAMAKMUR,SUKAWANGI,8934.0,29.59,302.0,-6.649522609353774,107.03684136196897
JAWA BARAT,BOGOR,KEMANG,ATANG SENJAYA,3448.0,1.9,0.0,-6.5403877384525435,106.7590469271435
JAWA BARAT,BOGOR,SUKAMAKMUR,SUKARESMI,6049.0,13.44,450.0,-6.534311385320007,107.05150042604583
JAWA BARAT,BOGOR,PARUNG,WARUJAYA,13451.0,2.69,5005.0,-6.427223745398177,106.70967454453236
JAWA BARAT,BOGOR,PARUNG,BOJONGINDAH,9217.0,1.34,6854.0,-6.433237172256166,106.70175121496906
JAWA BARAT,BOGOR,SUKAMAKMUR,SUKAMAKMUR,6430.0,11.69,550.0,-6.570962104625486,106.98482029983998
JAWA BARAT,BOGOR,PARUNG,PARUNG,14521.0,1.73,8409.0,-6.426807814653046,106.73146623254493
JAWA BARAT,BOGOR,GUNUNG SINDUR,PENGASINAN,11051.0,5.57,1984.0,-6.369783175278304,106.69092784052481
JAWA BARAT,BOGOR,GUNUNG SINDUR,CURUG,14618.0,5.58,2621.0,-6.394678881808816,106.7207204645839
JAWA BARAT,BOGOR,LEUWILIANG,LEUWILIANG,13126.0,2.6,5057.0,-6.567047548174058,106.63063705146207
JAWA BARAT,BOGOR,GUNUNG SINDUR,GUNUNGSINDUR,11279.0,5.79,1947.0,-6.38389012905051,106.66885393868654
JAWA BARAT,BOGOR,GUNUNG SINDUR,JAMPANG,4088.0,7.06,579.0,-6.3995212264616566,106.65538693007655
JAWA BARAT,BOGOR,GUNUNG SINDUR,CIBADUNG,8514.0,4.54,1874.0,-6.402996711049383,106.67900238030359
JAWA BARAT,BOGOR,GUNUNG SINDUR,CIBINONG,12389.0,4.87,2542.0,-6.395080899680407,106.69165436717758
JAWA BARAT,BOGOR,KEMANG,PARAKANJAYA,10190.0,1.87,5446.0,-6.5216540057240655,106.76175570954814
JAWA BARAT,BOGOR,KEMANG,KEMANG,12301.0,6.19,1986.0,-6.508118226695718,106.74835982504416
JAWA BARAT,BOGOR,CIBUNGBULANG,CEMPLANG,9410.0,2.36,3995.0,-6.5793057470116105,106.64831457979383
JAWA BARAT,BOGOR,KEMANG,SEMPLAK BARAT,7485.0,1.32,5667.0,-6.5440937891876585,106.7495561609463
JAWA BARAT,BOGOR,KEMANG,JAMPANG,11343.0,7.39,1534.0,-6.483587285462915,106.70934765790601
JAWA BARAT,BOGOR,KEMANG,PONDOK UDIK,8192.0,3.15,2604.0,-6.4909753645968475,106.73783362584481
JAWA BARAT,BOGOR,KEMANG,TEGAL,16125.0,3.42,0.0,-6.474870325069028,106.72671680942032
JAWA BARAT,CIANJUR,SINDANGBARANG,KERTAMUKTI,1744.0,7.02,249.0,-7.43983084117295,107.05318918030414
JAWA BARAT,BOGOR,BOJONG GEDE,KEDUNGWARINGIN,24050.0,2.05,11738.0,-6.497737583949689,106.79293320684442
JAWA BARAT,BOGOR,LEUWILIANG,KARYASARI,7980.0,6.25,1276.0,-6.6384361684552,106.62113475155373
JAWA BARAT,BOGOR,LEUWILIANG,PABANGBON,5411.0,13.82,391.0,-6.62382335454765,106.5881486992353
JAWA BARAT,BOGOR,LEUWILIANG,LEUWIMEKAR,12012.0,2.59,4639.0,-6.585694007864959,106.63098848330786
JAWA BARAT,BOGOR,CIAMPEA,BOJONGRANGKAS,12544.0,1.12,11159.0,-6.557997822076054,106.69582245866653
JAWA BARAT,BOGOR,LEUWILIANG,CIBEBER II,8686.0,6.95,1250.0,-6.60182183267996,106.61587250095612
JAWA BARAT,SUKABUMI,GUNUNG GURUH,CIBENTANG,3739.0,1.09,3438.0,-6.933494593790523,106.89228993646056
JAWA BARAT,BOGOR,CIAMPEA,CIHIDEUNGUDIK,15423.0,3.24,4757.0,-6.581787968289386,106.71567586150599
JAWA BARAT,GARUT,KARANGPAWITAN,SITUJAYA,3182.0,0.85,3730.0,-7.188122326999929,107.96684406122257
JAWA BARAT,BOGOR,CIAMPEA,CICADAS,11147.0,3.35,3331.0,-6.578345425253494,106.68301047283325
JAWA BARAT,BOGOR,CIAMPEA,CIBADAK,10648.0,1.85,5767.0,-6.561090185583984,106.68835089725512
JAWA BARAT,BOGOR,CIAMPEA,CIAMPEA UDIK,7559.0,2.62,2887.0,-6.612064787454984,106.68300216841541
JAWA BARAT,BOGOR,CIBUNGBULANG,SITU UDIK,13076.0,4.4,2969.0,-6.618539234151542,106.651821375854
JAWA BARAT,BOGOR,CIBUNGBULANG,CIBATOK I,8299.0,2.07,4012.0,-6.58137541411397,106.66593372691965
JAWA BARAT,BOGOR,CIBUNGBULANG,GALUGA,5590.0,2.5,2238.0,-6.565779570057966,106.64216883044966
JAWA BARAT,BOGOR,CIBUNGBULANG,CIMANGGU II,8360.0,1.23,6812.0,-6.56895840754069,106.66128757270457
JAWA BARAT,BOGOR,CIBUNGBULANG,CIBATOK II,7594.0,1.94,3915.0,-6.592786179123675,106.66730566347556
JAWA BARAT,BOGOR,CIBUNGBULANG,GIRIMULYA,9176.0,1.55,5928.0,-6.569845104683134,106.67711848583401
JAWA BARAT,TASIKMALAYA,SUKARAME,PADASUKA,4580.0,2.01,2278.0,-7.3775243724841495,108.16502868361259
JAWA BARAT,BOGOR,PAMIJAHAN,CIBUNIAN,10910.0,14.81,736.0,-6.69648405348305,106.62612168316059
JAWA BARAT,BOGOR,PAMIJAHAN,CIBITUNG KULON,6466.0,2.6,2491.0,-6.662052182024737,106.64029120126948
JAWA BARAT,BOGOR,PAMIJAHAN,GUNUNGMENYAN,6028.0,2.87,2099.0,-6.628198291660242,106.66730198546364
JAWA BARAT,BOGOR,RUMPIN,GOBANG,6935.0,6.56,1057.0,-6.516069502025941,106.64860828943027
JAWA BARAT,BOGOR,RUMPIN,CIBODAS,8595.0,10.53,817.0,-6.489440854778314,106.66262157500572
JAWA BARAT,BOGOR,JASINGA,PANGRADIN,5747.0,16.37,351.0,-6.524685958735084,106.47869430560525
JAWA BARAT,BOGOR,RUMPIN,LEUWIBATU,8841.0,21.27,416.0,-6.528460865711437,106.6199275482587
JAWA BARAT,BOGOR,RUMPIN,CIDOKOM,7212.0,10.17,709.0,-6.523900359597748,106.66920499955324
JAWA BARAT,BOGOR,RUMPIN,KAMPUNGSAWAH,10180.0,9.91,1028.0,-6.458303331734458,106.63041895434682
JAWA BARAT,SUKABUMI,PELABUHANRATU,CIMANGGU,5068.0,8.59,590.0,-6.950781037713448,106.55977094049618
JAWA BARAT,BOGOR,RUMPIN,SUKASARI,11005.0,12.08,911.0,-6.418484794024433,106.62143592625095
JAWA BARAT,SUKABUMI,PELABUHANRATU,JAYANTI,6751.0,4.57,1476.0,-7.014365649328229,106.55596750525484
JAWA BARAT,BOGOR,RUMPIN,SUKAMULYA,12110.0,6.66,1818.0,-6.371884054031691,106.62331141524403
JAWA BARAT,BOGOR,RUMPIN,MEKARJAYA,4025.0,4.85,830.0,-6.372129398308379,106.64401224275714
JAWA BARAT,BOGOR,JASINGA,CURUG,5229.0,16.77,312.0,-6.498467867645978,106.42966072531128
JAWA BARAT,BOGOR,JASINGA,CIKOPOMAYAK,6256.0,6.12,1022.0,-6.44919024798801,106.46513765277105
JAWA BARAT,BOGOR,JASINGA,BARENGKOK,7684.0,16.32,471.0,-6.4301627098961225,106.48718022110891
JAWA BARAT,GARUT,LELES,HARUMAN,6491.0,3.86,1683.0,-7.126658586036541,107.89275131686868
JAWA BARAT,BOGOR,PARUNG PANJANG,KABASIRAN,11593.0,3.57,3248.0,-6.353286842549155,106.57839340338026
JAWA BARAT,BOGOR,JASINGA,JUGALA JAYA,4720.0,18.93,249.0,-6.529045245586019,106.45450070937703
JAWA BARAT,BOGOR,NANGGUNG,NANGGUNG,7285.0,6.84,1065.0,-6.616094679834227,106.52455898798844
JAWA BARAT,BOGOR,PARUNG PANJANG,JAGABAYA,7398.0,12.28,602.0,-6.391151150635471,106.53467474476314
JAWA BARAT,KARAWANG,KUTAWALUYA,MULYAJAYA,2533.0,2.31,1097.0,-6.18121999336064,107.32771394493857
JAWA BARAT,BOGOR,NANGGUNG,PANGKALJAYA,7167.0,3.85,1861.0,-6.603899367981316,106.54937967923199
JAWA BARAT,KUNINGAN,KRAMATMULYA,KALAPAGUNUNG,4701.0,1.26,3728.0,-6.93540136536331,108.48245980991616
JAWA BARAT,BOGOR,PARUNG PANJANG,PARUNGPANJANG,16111.0,2.97,5424.0,-6.349517111703685,106.5675891854866
JAWA BARAT,BOGOR,PARUNG PANJANG,CIBUNAR,10464.0,4.17,2507.0,-6.342380729742902,106.55134744545087
JAWA BARAT,BOGOR,NANGGUNG,SUKALUYU,5409.0,4.41,1226.0,-6.597530554410989,106.56700748371337
JAWA BARAT,BOGOR,NANGGUNG,BATU TULIS,7042.0,3.12,2259.0,-6.568080408646024,106.55094328392126
JAWA BARAT,BOGOR,NANGGUNG,CURUGBITUNG,9471.0,11.37,833.0,-6.6365811813658055,106.5242126232399
JAWA BARAT,BOGOR,NANGGUNG,CISARUA,8773.0,18.84,466.0,-6.654174279621675,106.54579364825155
JAWA BARAT,BOGOR,NANGGUNG,KALONGLIUD,8710.0,3.58,2434.0,-6.580694057158362,106.55682744189897
JAWA BARAT,BOGOR,CIGUDEG,CIGUDEG,13670.0,11.86,1152.0,-6.551452686375936,106.53720520016931
JAWA BARAT,BOGOR,TENJO,TENJO,10416.0,7.04,1480.0,-6.33109381050192,106.45441510946989
JAWA BARAT,BOGOR,CIGUDEG,RENGASJAJAR,9679.0,16.89,573.0,-6.446373816989417,106.56265417938215
JAWA BARAT,BOGOR,CIGUDEG,BANYUWANGI,4763.0,18.73,254.0,-6.5048495722955,106.55607461748833
JAWA BARAT,BOGOR,CIGUDEG,BANYUASIH,3785.0,16.05,236.0,-6.49071117806774,106.58993026438746
JAWA BARAT,BOGOR,CIGUDEG,MEKARJAYA,6708.0,7.58,885.0,-6.514233536930316,106.51258135539369
JAWA BARAT,BOGOR,CIGUDEG,TEGALEGA,6559.0,9.38,699.0,-6.462031311900949,106.58937811978814
JAWA BARAT,SUKABUMI,CIKAKAK,SUKAMAJU,6237.0,7.51,830.0,-6.940907647744081,106.51729206793945
JAWA BARAT,BOGOR,TENJO,BABAKAN,8982.0,16.71,537.0,-6.365001365280663,106.47169667970559
JAWA BARAT,BOGOR,TENJO,CILAKU,6722.0,5.81,1156.0,-6.336531314954581,106.4741770324881
JAWA BARAT,BOGOR,TENJO,SINGABRAJA,4231.0,6.16,687.0,-6.352183589468701,106.44086911282577
JAWA BARAT,BOGOR,TENJO,BOJONG,8546.0,8.81,970.0,-6.380925461468984,106.44189243379762
JAWA BARAT,BOGOR,CIAWI,CITAPEN,9406.0,2.9,3240.0,-6.6991671332274505,106.87085352445524
JAWA BARAT,BOGOR,CISARUA,CISARUA,9018.0,2.35,0.0,-6.678224005006123,106.93768077928331
JAWA BARAT,BOGOR,CIOMAS,SUKAHARJA,6642.0,1.8,3682.0,-6.611999650453982,106.74424251967224
JAWA BARAT,BOGOR,CIAWI,BANJAR WANGI,7306.0,1.29,5644.0,-6.6817024290325095,106.86009010259804
JAWA BARAT,BOGOR,CIAWI,CIAWI,7038.0,1.12,6288.0,-6.658396320384535,106.84952301453755
JAWA BARAT,BOGOR,CISARUA,BATULAYANG,9026.0,1.95,4627.0,-6.67575540688865,106.94902325518949
JAWA BARAT,BOGOR,CISARUA,CIBEUREUM,14856.0,11.61,1280.0,-6.721488483636959,106.95017641332296
JAWA BARAT,KARAWANG,KUTAWALUYA,KUTARAJA,3243.0,3.88,837.0,-6.1575884058297,107.36796914987427
JAWA BARAT,BOGOR,CISARUA,TUGU SELATAN,17488.0,27.09,646.0,-6.722629003113169,106.97281381155013
JAWA BARAT,BOGOR,CISARUA,LEUWIMALANG,7107.0,1.65,4318.0,-6.665373961720145,106.92448000763352
JAWA BARAT,BOGOR,MEGAMENDUNG,KUTA,6188.0,5.53,1118.0,-6.699573884278442,106.9231702650933
JAWA BARAT,BOGOR,MEGAMENDUNG,GADOG,7505.0,2.09,3593.0,-6.661131285011047,106.87350373106435
JAWA BARAT,BOGOR,MEGAMENDUNG,SUKAKARYA,6937.0,4.04,1717.0,-6.6700387704612965,106.89332240532426
JAWA BARAT,BOGOR,MEGAMENDUNG,MEGAMENDUNG,6651.0,23.41,284.0,-6.6492198311140776,106.95432156092058
JAWA BARAT,BOGOR,MEGAMENDUNG,SUKAMANAH,7655.0,1.88,4061.0,-6.687720470365939,106.89450559423183
JAWA BARAT,BOGOR,CIOMAS,CIAPAUS,13190.0,1.66,7942.0,-6.598391530589175,106.74902803085484
JAWA BARAT,BOGOR,CARINGIN,PASIR MUNCANG,8100.0,2.02,4001.0,-6.723808378447075,106.83106459173028
JAWA BARAT,BOGOR,CARINGIN,CIMANDE HILIR,7972.0,2.3,3469.0,-6.700481974974471,106.82505637414847
JAWA BARAT,BOGOR,CARINGIN,CARINGIN,9997.0,2.01,4967.0,-6.71112523473331,106.82621940497302
JAWA BARAT,BOGOR,CARINGIN,CINAGARA,9896.0,7.91,1250.0,-6.74786084893659,106.85475445873905
JAWA BARAT,BOGOR,CARINGIN,PANCAWATI,13447.0,12.76,1054.0,-6.727682931363676,106.88081574191767
JAWA BARAT,BOGOR,CARINGIN,BASIR BUNCIR,6853.0,9.94,689.0,-6.757392001524791,106.85170443288605
JAWA BARAT,BOGOR,CIJERUK,TAJUR HALANG,6476.0,5.03,1287.0,-6.68172380401717,106.77263678692796
JAWA BARAT,BOGOR,CARINGIN,LEMAH DUHUR,12777.0,4.08,3133.0,-6.7241397908850535,106.8484167323313
JAWA BARAT,BOGOR,CIOMAS,PADASUKA,17679.0,1.43,0.0,-6.595533454910959,106.7601238748458
JAWA BARAT,BOGOR,CARINGIN,TANGKIL,8714.0,14.44,603.0,-6.753327126382394,106.87956618984192
JAWA BARAT,BOGOR,CIJERUK,SUKAHARJA,13113.0,7.97,1646.0,-6.67185017740874,106.7670088197204
JAWA BARAT,BOGOR,CIJERUK,PALASARI,9109.0,4.74,1922.0,-6.659930154856175,106.79848391359414
JAWA BARAT,BOGOR,CIJERUK,TANJUNGSARI,5778.0,2.11,2736.0,-6.678896951008269,106.78740098401609
JAWA BARAT,BOGOR,CIOMAS,PAGELARAN,19007.0,2.07,9194.0,-6.611784308212874,106.76167718907361
JAWA BARAT,BOGOR,CIOMAS,LALADON,12041.0,1.43,8393.0,-6.584199121467475,106.75492480486177
JAWA BARAT,MAJALENGKA,TALAGA,LAMPUYANG,2854.0,3.88,736.0,-7.011359455078197,108.29345837695517
JAWA BARAT,BOGOR,DRAMAGA,SUKADAMAI,8430.0,2.7,3117.0,-6.620290366249469,106.73246138027795
JAWA BARAT,BOGOR,DRAMAGA,CIHERANG,15112.0,2.67,5670.0,-6.583478801157424,106.74558275868786
JAWA BARAT,BOGOR,DRAMAGA,SINARSARI,9316.0,1.81,5155.0,-6.5822546675689155,106.73325480390962
